,artist,platzierung,swiss,titel,week,year
132101,Bee Gees,2,False,Massachusetts,1968-01-02,1968
132103,The Beatles,4,False,"Hello, Good Bye",1968-01-02,1968
132091,Bee Gees,2,False,Massachusetts,1968-01-09,1968
132092,The Beatles,3,False,"Hello, Good Bye",1968-01-09,1968
132082,Bee Gees,3,False,World,1968-01-16,1968
132081,The Beatles,2,False,"Hello, Good Bye",1968-01-16,1968
132087,The Rolling Stones,8,False,She's A Rainbow,1968-01-16,1968
132071,Bee Gees,2,False,World,1968-01-23,1968
132073,The Beatles,4,False,"Hello, Good Bye",1968-01-23,1968
132074,The Rolling Stones,5,False,She's A Rainbow,1968-01-23,1968
132061,Bee Gees,2,False,World,1968-01-30,1968
132064,The Beatles,5,False,"Hello, Good Bye",1968-01-30,1968
132063,The Rolling Stones,4,False,She's A Rainbow,1968-01-30,1968
132053,Bee Gees,4,False,World,1968-02-06,1968
132058,The Beatles,9,False,"Hello, Good Bye",1968-02-06,1968
132055,The Rolling Stones,6,False,She's A Rainbow,1968-02-06,1968
132045,Bee Gees,6,False,World,1968-02-13,1968
132042,The Rolling Stones,3,False,She's A Rainbow,1968-02-13,1968
132033,Bee Gees,4,False,Words,1968-02-20,1968
132036,The Rolling Stones,7,False,She's A Rainbow,1968-02-20,1968
132021,Bee Gees,2,False,Words,1968-02-27,1968
132028,The Rolling Stones,9,False,She's A Rainbow,1968-02-27,1968
132011,Bee Gees,2,False,Words,1968-03-05,1968
132000,Bee Gees,1,False,Words,1968-03-12,1968
131990,Bee Gees,1,False,Words,1968-03-19,1968
131991,The Beatles,2,False,Lady Madonna,1968-03-19,1968
131981,Bee Gees,2,False,Words,1968-03-26,1968
131980,The Beatles,1,False,Lady Madonna,1968-03-26,1968
131972,Bee Gees,3,False,Words,1968-04-02,1968
131979,Status Quo,10,False,Pictures Of Matchstick Men,1968-04-02,1968
131970,The Beatles,1,False,Lady Madonna,1968-04-02,1968
131964,Bee Gees,5,False,Words,1968-04-09,1968
131968,Status Quo,9,False,Pictures Of Matchstick Men,1968-04-09,1968
131960,The Beatles,1,False,Lady Madonna,1968-04-09,1968
131954,Bee Gees,5,False,The Singer Sang His Song,1968-04-16,1968
131956,Cliff Richard,7,False,Congratulations,1968-04-16,1968
131957,Status Quo,8,False,Pictures Of Matchstick Men,1968-04-16,1968
131950,The Beatles,1,False,Lady Madonna,1968-04-16,1968
131946,Bee Gees,7,False,Words,1968-04-23,1968
131943,Cliff Richard,4,False,Congratulations,1968-04-23,1968
131945,Status Quo,6,False,Pictures Of Matchstick Men,1968-04-23,1968
131941,The Beatles,2,False,Lady Madonna,1968-04-23,1968
131937,Bee Gees,8,False,The Singer Sang His Song,1968-04-30,1968
131931,Cliff Richard,2,False,Congratulations,1968-04-30,1968
131934,Status Quo,5,False,Pictures Of Matchstick Men,1968-04-30,1968
131933,The Beatles,4,False,Lady Madonna,1968-04-30,1968
131929,Bee Gees,10,False,Words,1968-05-07,1968
131921,Cliff Richard,2,False,Congratulations,1968-05-07,1968
131924,Status Quo,5,False,Pictures Of Matchstick Men,1968-05-07,1968
131923,The Beatles,4,False,Lady Madonna,1968-05-07,1968
131911,Cliff Richard,2,False,Congratulations,1968-05-14,1968
131914,Status Quo,5,False,Pictures Of Matchstick Men,1968-05-14,1968
131913,The Beatles,4,False,Lady Madonna,1968-05-14,1968
131901,Cliff Richard,2,False,Congratulations,1968-05-21,1968
131906,Status Quo,7,False,Pictures Of Matchstick Men,1968-05-21,1968
131902,The Beatles,3,False,Lady Madonna,1968-05-21,1968
131891,Cliff Richard,2,False,Congratulations,1968-05-28,1968
131898,Status Quo,9,False,Pictures Of Matchstick Men,1968-05-28,1968
131894,The Beatles,5,False,Lady Madonna,1968-05-28,1968
131895,The Rolling Stones,6,False,Jumpin' Jack Flash,1968-05-28,1968
131883,Cliff Richard,4,False,Congratulations,1968-06-04,1968
131887,Status Quo,8,False,Pictures Of Matchstick Men,1968-06-04,1968
131886,The Beatles,7,False,Lady Madonna,1968-06-04,1968
131885,The Rolling Stones,6,False,Jumpin' Jack Flash,1968-06-04,1968
131875,Cliff Richard,6,False,Congratulations,1968-06-11,1968
131877,Status Quo,8,False,Pictures Of Matchstick Men,1968-06-11,1968
131876,The Beatles,7,False,Lady Madonna,1968-06-11,1968
131872,The Rolling Stones,3,False,Jumpin' Jack Flash,1968-06-11,1968
131865,Cliff Richard,6,False,Congratulations,1968-06-18,1968
131864,The Rolling Stones,5,False,Jumpin' Jack Flash,1968-06-18,1968
131857,Cliff Richard,8,False,Congratulations,1968-06-25,1968
131852,The Rolling Stones,3,False,Jumpin' Jack Flash,1968-06-25,1968
131849,Cliff Richard,10,False,Congratulations,1968-07-02,1968
131841,The Rolling Stones,2,False,Jumpin' Jack Flash,1968-07-02,1968
131832,The Rolling Stones,3,False,Jumpin' Jack Flash,1968-07-09,1968
131822,The Rolling Stones,3,False,Jumpin' Jack Flash,1968-07-16,1968
131813,The Rolling Stones,4,False,Jumpin' Jack Flash,1968-07-23,1968
131804,The Rolling Stones,5,False,Jumpin' Jack Flash,1968-07-30,1968
131794,The Rolling Stones,5,False,Jumpin' Jack Flash,1968-08-06,1968
131788,The Rolling Stones,9,False,Jumpin' Jack Flash,1968-08-13,1968
131768,Bee Gees,9,False,I've Gotta Get A Message To You,1968-08-27,1968
131756,Bee Gees,7,False,I've Gotta Get A Message To You,1968-09-03,1968
131751,The Beatles,2,False,Hey Jude,1968-09-03,1968
131745,Bee Gees,6,False,I've Gotta Get A Message To You,1968-09-10,1968
131740,The Beatles,1,False,Hey Jude,1968-09-10,1968
131749,The Rolling Stones,10,False,Street Fighting Man,1968-09-10,1968
131736,Bee Gees,7,False,I've Gotta Get A Message To You,1968-09-17,1968
131730,The Beatles,1,False,Hey Jude,1968-09-17,1968
131734,The Rolling Stones,5,False,Street Fighting Man,1968-09-17,1968
131726,Bee Gees,7,False,I've Gotta Get A Message To You,1968-09-24,1968
131720,The Beatles,1,False,Hey Jude,1968-09-24,1968
131723,The Rolling Stones,4,False,Street Fighting Man,1968-09-24,1968
131718,Bee Gees,9,False,I've Gotta Get A Message To You,1968-10-01,1968
131710,The Beatles,1,False,Hey Jude,1968-10-01,1968
131715,The Rolling Stones,6,False,Street Fighting Man,1968-10-01,1968
131706,Bee Gees,7,False,I've Gotta Get A Message To You,1968-10-08,1968
131700,The Beatles,1,False,Hey Jude,1968-10-08,1968
131707,The Rolling Stones,8,False,Street Fighting Man,1968-10-08,1968
131695,Bee Gees,6,False,I've Gotta Get A Message To You,1968-10-15,1968
131690,The Beatles,1,False,Hey Jude,1968-10-15,1968
131681,The Beatles,2,False,Hey Jude,1968-10-22,1968
131671,The Beatles,2,False,Hey Jude,1968-10-29,1968
131661,The Beatles,2,False,Hey Jude,1968-11-05,1968
131658,Joe Cocker,9,False,With A Little Help From My Friends,1968-11-12,1968
131651,The Beatles,2,False,Hey Jude,1968-11-12,1968
131644,Joe Cocker,5,False,With A Little Help From My Friends,1968-11-19,1968
131642,The Beatles,3,False,Hey Jude,1968-11-19,1968
131632,Joe Cocker,3,False,With A Little Help From My Friends,1968-11-26,1968
131634,The Beatles,5,False,Hey Jude,1968-11-26,1968
131620,Joe Cocker,1,False,With A Little Help From My Friends,1968-12-03,1968
131625,The Beatles,6,False,Hey Jude,1968-12-03,1968
131611,Joe Cocker,2,False,With A Little Help From My Friends,1968-12-10,1968
131602,Joe Cocker,3,False,With A Little Help From My Friends,1968-12-17,1968
131608,The Beatles,9,False,Hey Jude,1968-12-17,1968
131594,Joe Cocker,5,False,With A Little Help From My Friends,1969-01-07,1969
131598,The Beatles,9,False,Hey Jude,1969-01-07,1969
131585,Joe Cocker,6,False,With A Little Help From My Friends,1969-01-14,1969
131589,The Beatles,10,False,Hey Jude,1969-01-14,1969
131578,Bee Gees,9,False,I Started A Joke,1969-01-21,1969
131576,Joe Cocker,7,False,With A Little Help From My Friends,1969-01-21,1969
131566,Bee Gees,7,False,I Started A Joke,1969-01-28,1969
131567,Joe Cocker,8,False,With A Little Help From My Friends,1969-01-28,1969
131560,The Beatles,1,False,"Ob-La-Di, Ob-La-Da",1969-01-28,1969
131555,Bee Gees,6,False,I Started A Joke,1969-02-04,1969
131559,Joe Cocker,10,False,With A Little Help From My Friends,1969-02-04,1969
131550,The Beatles,1,False,"Ob-La-Di, Ob-La-Da",1969-02-04,1969
131544,Bee Gees,5,False,I Started A Joke,1969-02-11,1969
131540,The Beatles,1,False,"Ob-La-Di, Ob-La-Da",1969-02-11,1969
131537,Bee Gees,8,False,I Started A Joke,1969-02-18,1969
131530,The Beatles,1,False,"Ob-La-Di, Ob-La-Da",1969-02-18,1969
131528,Bee Gees,9,False,I Started A Joke,1969-02-25,1969
131520,The Beatles,1,False,"Ob-La-Di, Ob-La-Da",1969-02-25,1969
131519,Bee Gees,10,False,I Started A Joke,1969-03-04,1969
131510,The Beatles,1,False,"Ob-La-Di, Ob-La-Da",1969-03-04,1969
131509,Bee Gees,10,False,First Of May,1969-03-11,1969
131502,The Beatles,3,False,"Ob-La-Di, Ob-La-Da",1969-03-11,1969
131496,Bee Gees,7,False,First Of May,1969-03-18,1969
131492,The Beatles,3,False,"Ob-La-Di, Ob-La-Da",1969-03-18,1969
131484,Bee Gees,5,False,First Of May,1969-03-25,1969
131482,The Beatles,3,False,"Ob-La-Di, Ob-La-Da",1969-03-25,1969
131474,Bee Gees,5,False,First Of May,1969-04-01,1969
131472,The Beatles,3,False,"Ob-La-Di, Ob-La-Da",1969-04-01,1969
131463,Bee Gees,4,False,First Of May,1969-04-08,1969
131464,The Beatles,5,False,"Ob-La-Di, Ob-La-Da",1969-04-08,1969
131453,Bee Gees,4,False,First Of May,1969-04-15,1969
131454,The Beatles,5,False,"Ob-La-Di, Ob-La-Da",1969-04-15,1969
131446,Bee Gees,7,False,First Of May,1969-04-22,1969
131448,Creedence Clearwater Revival,9,False,Proud Mary,1969-04-22,1969
131435,Bee Gees,6,False,First Of May,1969-04-29,1969
131436,Creedence Clearwater Revival,7,False,Proud Mary,1969-04-29,1969
131427,Bee Gees,8,False,First Of May,1969-05-06,1969
131424,Creedence Clearwater Revival,5,False,Proud Mary,1969-05-06,1969
131413,Creedence Clearwater Revival,4,False,Proud Mary,1969-05-13,1969
131404,Creedence Clearwater Revival,5,False,Proud Mary,1969-05-20,1969
131393,Creedence Clearwater Revival,4,False,Proud Mary,1969-05-27,1969
131386,Creedence Clearwater Revival,7,False,Proud Mary,1969-06-03,1969
131382,The Beatles,3,False,The Ballad Of John And Yoko,1969-06-03,1969
131376,Creedence Clearwater Revival,7,False,Proud Mary,1969-06-10,1969
131370,The Beatles,1,False,The Ballad Of John And Yoko,1969-06-10,1969
131366,Creedence Clearwater Revival,7,False,Proud Mary,1969-06-17,1969
131360,The Beatles,1,False,The Ballad Of John And Yoko,1969-06-17,1969
131359,Bee Gees,10,False,Tomorrow Tomorrow,1969-06-24,1969
131356,Creedence Clearwater Revival,7,False,Proud Mary,1969-06-24,1969
131351,The Beatles,2,False,The Ballad Of John And Yoko,1969-06-24,1969
131346,Bee Gees,7,False,Tomorrow Tomorrow,1969-07-01,1969
131347,Creedence Clearwater Revival,8,False,Proud Mary,1969-07-01,1969
131341,The Beatles,2,False,The Ballad Of John And Yoko,1969-07-01,1969
131335,Bee Gees,6,False,Tomorrow Tomorrow,1969-07-08,1969
131337,Creedence Clearwater Revival,8,False,Proud Mary,1969-07-08,1969
131332,The Beatles,3,False,The Ballad Of John And Yoko,1969-07-08,1969
131325,Bee Gees,6,False,Tomorrow Tomorrow,1969-07-15,1969
131322,The Beatles,3,False,The Ballad Of John And Yoko,1969-07-15,1969
131324,The Rolling Stones,5,False,Honky Tonk Women,1969-07-15,1969
131316,Bee Gees,7,False,Tomorrow Tomorrow,1969-07-22,1969
131319,Creedence Clearwater Revival,10,False,Bad Moon Rising,1969-07-22,1969
131315,The Beatles,6,False,The Ballad Of John And Yoko,1969-07-22,1969
131312,The Rolling Stones,3,False,Honky Tonk Women,1969-07-22,1969
131306,Bee Gees,7,False,Tomorrow Tomorrow,1969-07-29,1969
131308,Creedence Clearwater Revival,9,False,Bad Moon Rising,1969-07-29,1969
131305,The Beatles,6,False,The Ballad Of John And Yoko,1969-07-29,1969
131300,The Rolling Stones,1,False,Honky Tonk Women,1969-07-29,1969
131297,Bee Gees,8,False,Tomorrow Tomorrow,1969-08-05,1969
131298,Creedence Clearwater Revival,9,False,Bad Moon Rising,1969-08-05,1969
131295,The Beatles,6,False,The Ballad Of John And Yoko,1969-08-05,1969
131290,The Rolling Stones,1,False,Honky Tonk Women,1969-08-05,1969
131285,The Beatles,6,False,The Ballad Of John And Yoko,1969-08-12,1969
131280,The Rolling Stones,1,False,Honky Tonk Women,1969-08-12,1969
131270,The Rolling Stones,1,False,Honky Tonk Women,1969-08-19,1969
131269,Bee Gees,10,False,Don't Forget To Remember,1969-08-26,1969
131261,The Rolling Stones,2,False,Honky Tonk Women,1969-08-26,1969
131257,Bee Gees,8,False,Don't Forget To Remember,1969-09-02,1969
131253,The Rolling Stones,4,False,Honky Tonk Women,1969-09-02,1969
131245,Bee Gees,6,False,Don't Forget To Remember,1969-09-09,1969
131243,The Rolling Stones,4,False,Honky Tonk Women,1969-09-09,1969
131235,Bee Gees,6,False,Don't Forget To Remember,1969-09-16,1969
131234,The Rolling Stones,5,False,Honky Tonk Women,1969-09-16,1969
131223,Bee Gees,4,False,Don't Forget To Remember,1969-09-23,1969
131226,The Rolling Stones,7,False,Honky Tonk Women,1969-09-23,1969
131213,Bee Gees,4,False,Don't Forget To Remember,1969-09-30,1969
131215,The Rolling Stones,6,False,Honky Tonk Women,1969-09-30,1969
131203,Bee Gees,4,False,Don't Forget To Remember,1969-10-07,1969
131208,The Rolling Stones,9,False,Honky Tonk Women,1969-10-07,1969
131191,Bee Gees,2,False,Don't Forget To Remember,1969-10-14,1969
131197,Creedence Clearwater Revival,8,False,Green River,1969-10-14,1969
131185,Bee Gees,6,False,Don't Forget To Remember,1969-10-21,1969
131184,The Beatles,5,False,Come Together,1969-10-21,1969
131176,Bee Gees,7,False,Don't Forget To Remember,1969-10-28,1969
131172,The Beatles,3,False,Come Together,1969-10-28,1969
131168,Bee Gees,9,False,Don't Forget To Remember,1969-11-04,1969
131161,The Beatles,2,False,Come Together,1969-11-04,1969
131159,Bee Gees,10,False,Don't Forget To Remember,1969-11-11,1969
131155,The Beatles,6,False,Come Together,1969-11-11,1969
131143,The Beatles,4,False,Come Together,1969-11-18,1969
131136,The Beatles,7,False,Come Together,1969-11-25,1969
131126,The Beatles,7,False,Come Together,1969-12-02,1969
131116,The Beatles,7,False,Come Together,1969-12-09,1969
131107,The Beatles,8,False,Come Together,1969-12-16,1969
131099,The Beatles,10,False,Come Together,1969-12-23,1969
131089,The Beatles,10,False,Come Together,1969-12-30,1969
131049,Stevie Wonder,10,False,"Yester-Me, Yester-You, Yesterday",1970-01-27,1970
130993,The Beatles,4,False,Let It Be,1970-03-03,1970
130989,Creedence Clearwater Revival,10,False,Travelin' Band,1970-03-10,1970
130980,The Beatles,1,False,Let It Be,1970-03-10,1970
130974,Creedence Clearwater Revival,5,False,Travelin' Band,1970-03-17,1970
130970,The Beatles,1,False,Let It Be,1970-03-17,1970
130963,Creedence Clearwater Revival,4,False,Travelin' Band,1970-03-24,1970
130960,The Beatles,1,False,Let It Be,1970-03-24,1970
130953,Creedence Clearwater Revival,4,False,Travelin' Band,1970-03-31,1970
130950,The Beatles,1,False,Let It Be,1970-03-31,1970
130943,Creedence Clearwater Revival,4,False,Travelin' Band,1970-04-07,1970
130940,The Beatles,1,False,Let It Be,1970-04-07,1970
130933,Creedence Clearwater Revival,4,False,Travelin' Band,1970-04-14,1970
130930,The Beatles,1,False,Let It Be,1970-04-14,1970
130924,Creedence Clearwater Revival,5,False,Travelin' Band,1970-04-21,1970
130920,The Beatles,1,False,Let It Be,1970-04-21,1970
130915,Creedence Clearwater Revival,6,False,Travelin' Band,1970-04-28,1970
130911,The Beatles,2,False,Let It Be,1970-04-28,1970
130904,Creedence Clearwater Revival,5,False,Travelin' Band,1970-05-05,1970
130901,The Beatles,2,False,Let It Be,1970-05-05,1970
130893,Creedence Clearwater Revival,4,False,Travelin' Band,1970-05-12,1970
130892,The Beatles,3,False,Let It Be,1970-05-12,1970
130883,Creedence Clearwater Revival,4,False,Travelin' Band,1970-05-19,1970
130881,The Beatles,2,False,Let It Be,1970-05-19,1970
130873,Creedence Clearwater Revival,4,False,Travelin' Band,1970-05-26,1970
130871,The Beatles,2,False,Let It Be,1970-05-26,1970
130864,Creedence Clearwater Revival,5,False,Travelin' Band,1970-06-02,1970
130863,The Beatles,4,False,Let It Be,1970-06-02,1970
130855,Creedence Clearwater Revival,6,False,Travelin' Band,1970-06-09,1970
130859,Peter Maffay,10,False,Du,1970-06-09,1970
130854,The Beatles,5,False,Let It Be,1970-06-09,1970
130847,Creedence Clearwater Revival,8,False,Travelin' Band,1970-06-16,1970
130845,Peter Maffay,6,False,Du,1970-06-16,1970
130846,The Beatles,7,False,Let It Be,1970-06-16,1970
130832,Peter Maffay,3,False,Du,1970-06-23,1970
130838,The Beatles,9,False,The Long And Winding Road,1970-06-23,1970
130821,Peter Maffay,2,False,Du,1970-06-30,1970
130827,The Beatles,8,False,The Long And Winding Road,1970-06-30,1970
130819,Creedence Clearwater Revival,10,False,Up Around The Bend,1970-07-07,1970
130811,Peter Maffay,2,False,Du,1970-07-07,1970
130818,The Beatles,9,False,The Long And Winding Road,1970-07-07,1970
130807,Creedence Clearwater Revival,8,False,Up Around The Bend,1970-07-14,1970
130802,Peter Maffay,3,False,Du,1970-07-14,1970
130795,Creedence Clearwater Revival,6,False,Up Around The Bend,1970-07-21,1970
130792,Peter Maffay,3,False,Du,1970-07-21,1970
130787,Creedence Clearwater Revival,8,False,Up Around The Bend,1970-07-28,1970
130784,Peter Maffay,5,False,Du,1970-07-28,1970
130777,Creedence Clearwater Revival,8,False,Up Around The Bend,1970-08-04,1970
130774,Peter Maffay,5,False,Du,1970-08-04,1970
130766,Creedence Clearwater Revival,7,False,Up Around The Bend,1970-08-11,1970
130765,Peter Maffay,6,False,Du,1970-08-11,1970
130756,Creedence Clearwater Revival,7,False,Up Around The Bend,1970-08-18,1970
130758,Peter Maffay,9,False,Du,1970-08-18,1970
130747,Creedence Clearwater Revival,8,False,Up Around The Bend,1970-08-25,1970
130748,Peter Maffay,9,False,Du,1970-08-25,1970
130738,Creedence Clearwater Revival,9,False,Up Around The Bend,1970-09-01,1970
130709,Creedence Clearwater Revival,10,False,Long As I Can See The Light,1970-09-22,1970
130699,Creedence Clearwater Revival,10,False,Long As I Can See The Light,1970-09-29,1970
130588,The Rolling Stones,9,False,Little Queenie,1970-12-15,1970
130574,The Rolling Stones,5,False,Little Queenie,1970-12-22,1970
130564,The Rolling Stones,5,False,Little Queenie,1971-01-05,1971
130555,The Rolling Stones,6,False,Little Queenie,1971-01-12,1971
130545,The Rolling Stones,6,False,Little Queenie,1971-01-19,1971
130535,The Rolling Stones,6,False,Little Queenie,1971-01-26,1971
130527,The Rolling Stones,8,False,Little Queenie,1971-02-02,1971
130519,Creedence Clearwater Revival,10,False,Hey Tonight,1971-02-09,1971
130506,Creedence Clearwater Revival,7,False,Hey Tonight,1971-02-16,1971
130495,Creedence Clearwater Revival,6,False,Hey Tonight,1971-02-23,1971
130483,Creedence Clearwater Revival,4,False,Hey Tonight,1971-03-02,1971
130472,Creedence Clearwater Revival,3,False,Hey Tonight,1971-03-09,1971
130462,Creedence Clearwater Revival,3,False,Hey Tonight,1971-03-16,1971
130454,Creedence Clearwater Revival,5,False,Hey Tonight,1971-03-23,1971
130444,Creedence Clearwater Revival,5,False,Hey Tonight,1971-03-30,1971
130434,Creedence Clearwater Revival,5,False,Hey Tonight,1971-04-06,1971
130424,Creedence Clearwater Revival,5,False,Hey Tonight,1971-04-13,1971
130414,Creedence Clearwater Revival,5,False,Hey Tonight,1971-04-20,1971
130408,Creedence Clearwater Revival,9,False,Hey Tonight,1971-04-27,1971
130399,The Rolling Stones,10,False,Brown Sugar,1971-05-04,1971
130384,The Rolling Stones,5,False,Brown Sugar,1971-05-11,1971
130378,Middle Of The Road,9,False,Chirpy Chirpy Cheep Cheep,1971-05-18,1971
130372,The Rolling Stones,3,False,Brown Sugar,1971-05-18,1971
130363,Middle Of The Road,4,False,Chirpy Chirpy Cheep Cheep,1971-05-25,1971
130361,The Rolling Stones,2,False,Brown Sugar,1971-05-25,1971
130351,Middle Of The Road,2,False,Chirpy Chirpy Cheep Cheep,1971-06-01,1971
130350,The Rolling Stones,1,False,Brown Sugar,1971-06-01,1971
130340,Middle Of The Road,1,False,Chirpy Chirpy Cheep Cheep,1971-06-08,1971
130341,The Rolling Stones,2,False,Brown Sugar,1971-06-08,1971
130330,Middle Of The Road,1,False,Chirpy Chirpy Cheep Cheep,1971-06-15,1971
130331,The Rolling Stones,2,False,Brown Sugar,1971-06-15,1971
130320,Middle Of The Road,1,False,Chirpy Chirpy Cheep Cheep,1971-06-22,1971
130321,The Rolling Stones,2,False,Brown Sugar,1971-06-22,1971
130310,Middle Of The Road,1,False,Chirpy Chirpy Cheep Cheep,1971-06-29,1971
130313,The Rolling Stones,4,False,Brown Sugar,1971-06-29,1971
130300,Middle Of The Road,1,False,Chirpy Chirpy Cheep Cheep,1971-07-06,1971
130303,The Rolling Stones,4,False,Brown Sugar,1971-07-06,1971
130290,Middle Of The Road,1,False,Chirpy Chirpy Cheep Cheep,1971-07-13,1971
130297,Neil Diamond,8,False,I Am... I Said,1971-07-13,1971
130296,The Rolling Stones,7,False,Brown Sugar,1971-07-13,1971
130280,Middle Of The Road,1,False,Chirpy Chirpy Cheep Cheep,1971-07-20,1971
130284,Neil Diamond,5,False,I Am... I Said,1971-07-20,1971
130287,The Rolling Stones,8,False,Brown Sugar,1971-07-20,1971
130275,Creedence Clearwater Revival,6,False,Sweet Hitch-Hiker,1971-07-27,1971
130270,Middle Of The Road,1,False,Chirpy Chirpy Cheep Cheep,1971-07-27,1971
130272,Neil Diamond,3,False,I Am... I Said,1971-07-27,1971
130263,Creedence Clearwater Revival,4,False,Sweet Hitch-Hiker,1971-08-03,1971
130260,Middle Of The Road,1,False,Chirpy Chirpy Cheep Cheep,1971-08-03,1971
130262,Neil Diamond,3,False,I Am... I Said,1971-08-03,1971
130250,Creedence Clearwater Revival,1,False,Sweet Hitch-Hiker,1971-08-10,1971
130253,Middle Of The Road,4,False,Chirpy Chirpy Cheep Cheep,1971-08-10,1971
130251,Neil Diamond,2,False,I Am... I Said,1971-08-10,1971
130240,Creedence Clearwater Revival,1,False,Sweet Hitch-Hiker,1971-08-17,1971
130243,Middle Of The Road,4,False,Chirpy Chirpy Cheep Cheep,1971-08-17,1971
130242,Neil Diamond,3,False,I Am... I Said,1971-08-17,1971
130247,The Sweet,8,False,Co-Co,1971-08-17,1971
130230,Creedence Clearwater Revival,1,False,Sweet Hitch-Hiker,1971-08-24,1971
130236,Middle Of The Road,7,False,Chirpy Chirpy Cheep Cheep,1971-08-24,1971
130231,Neil Diamond,2,False,I Am... I Said,1971-08-24,1971
130233,The Sweet,4,False,Co-Co,1971-08-24,1971
130221,Creedence Clearwater Revival,2,False,Sweet Hitch-Hiker,1971-08-31,1971
130225,Middle Of The Road,6,False,Chirpy Chirpy Cheep Cheep,1971-08-31,1971
130223,Neil Diamond,4,False,I Am... I Said,1971-08-31,1971
130220,The Sweet,1,False,Co-Co,1971-08-31,1971
130211,Creedence Clearwater Revival,2,False,Sweet Hitch-Hiker,1971-09-07,1971
130218,Middle Of The Road,9,False,Chirpy Chirpy Cheep Cheep,1971-09-07,1971
130213,Neil Diamond,4,False,I Am... I Said,1971-09-07,1971
130210,The Sweet,1,False,Co-Co,1971-09-07,1971
130201,Creedence Clearwater Revival,2,False,Sweet Hitch-Hiker,1971-09-14,1971
130209,Middle Of The Road,10,False,Chirpy Chirpy Cheep Cheep,1971-09-14,1971
130205,Neil Diamond,6,False,I Am... I Said,1971-09-14,1971
130200,The Sweet,1,False,Co-Co,1971-09-14,1971
130192,Creedence Clearwater Revival,3,False,Sweet Hitch-Hiker,1971-09-21,1971
130198,Middle Of The Road,9,False,Chirpy Chirpy Cheep Cheep,1971-09-21,1971
130194,Neil Diamond,5,False,I Am... I Said,1971-09-21,1971
130190,The Sweet,1,False,Co-Co,1971-09-21,1971
130182,Creedence Clearwater Revival,3,False,Sweet Hitch-Hiker,1971-09-28,1971
130189,Middle Of The Road,10,False,Chirpy Chirpy Cheep Cheep,1971-09-28,1971
130185,Neil Diamond,6,False,I Am... I Said,1971-09-28,1971
130188,The Les Humphries Singers,9,False,We Are Goin' Down Jordan,1971-09-28,1971
130180,The Sweet,1,False,Co-Co,1971-09-28,1971
130176,Creedence Clearwater Revival,7,False,Sweet Hitch-Hiker,1971-10-05,1971
130179,Neil Diamond,10,False,I Am... I Said,1971-10-05,1971
130175,The Les Humphries Singers,6,False,We Are Goin' Down Jordan,1971-10-05,1971
130170,The Sweet,1,False,Co-Co,1971-10-05,1971
130166,Creedence Clearwater Revival,7,False,Sweet Hitch-Hiker,1971-10-12,1971
130168,Neil Diamond,9,False,I Am... I Said,1971-10-12,1971
130163,The Les Humphries Singers,4,False,We Are Goin' Down Jordan,1971-10-12,1971
130162,The Sweet,3,False,Co-Co,1971-10-12,1971
130158,Creedence Clearwater Revival,9,False,Sweet Hitch-Hiker,1971-10-19,1971
130153,The Les Humphries Singers,4,False,We Are Goin' Down Jordan,1971-10-19,1971
130152,The Sweet,3,False,Co-Co,1971-10-19,1971
130142,The Les Humphries Singers,3,False,We Are Goin' Down Jordan,1971-10-26,1971
130143,The Sweet,4,False,Co-Co,1971-10-26,1971
130132,The Les Humphries Singers,3,False,We Are Goin' Down Jordan,1971-11-02,1971
130134,The Sweet,5,False,Co-Co,1971-11-02,1971
130129,Middle Of The Road,10,False,Soley Soley,1971-11-09,1971
130122,The Les Humphries Singers,3,False,We Are Goin' Down Jordan,1971-11-09,1971
130127,The Sweet,8,False,Co-Co,1971-11-09,1971
130117,Middle Of The Road,8,False,Soley Soley,1971-11-16,1971
130113,The Les Humphries Singers,4,False,We Are Goin' Down Jordan,1971-11-16,1971
130118,The Sweet,9,False,Co-Co,1971-11-16,1971
130103,Middle Of The Road,4,False,Soley Soley,1971-11-23,1971
130104,The Les Humphries Singers,5,False,We Are Goin' Down Jordan,1971-11-23,1971
130092,Middle Of The Road,3,False,Soley Soley,1971-11-30,1971
130097,The Les Humphries Singers,8,False,We Are Goin' Down Jordan,1971-11-30,1971
130082,Middle Of The Road,3,False,Soley Soley,1971-12-07,1971
130072,Middle Of The Road,3,False,Soley Soley,1971-12-14,1971
130079,Rod Stewart,10,False,Maggie May,1971-12-14,1971
130062,Middle Of The Road,3,False,Soley Soley,1971-12-21,1971
130068,Rod Stewart,9,False,Maggie May,1971-12-21,1971
130051,Middle Of The Road,2,False,Soley Soley,1972-01-04,1972
130056,Rod Stewart,7,False,Maggie May,1972-01-04,1972
130040,Middle Of The Road,1,False,Soley Soley,1972-01-11,1972
130045,Rod Stewart,6,False,Maggie May,1972-01-11,1972
130030,Middle Of The Road,1,False,Soley Soley,1972-01-18,1972
130036,Rod Stewart,7,False,Maggie May,1972-01-18,1972
130020,Middle Of The Road,1,False,Soley Soley,1972-01-25,1972
130027,Rod Stewart,8,False,Maggie May,1972-01-25,1972
130011,Middle Of The Road,2,False,Soley Soley,1972-02-01,1972
130016,Rod Stewart,7,False,Maggie May,1972-02-01,1972
130000,Middle Of The Road,1,False,Sacramento,1972-02-08,1972
130006,Rod Stewart,7,False,Maggie May,1972-02-08,1972
