,artist,platzierung,swiss,titel,week,year
64188,Robbie Williams,39,False,Misunderstood,2005-01-23,2005
64151,Sarah Connor,2,False,Living To Love You,2005-01-23,2005
64179,Scooter,30,False,One (Always Hardcore),2005-01-23,2005
64226,Silbermond,77,False,Symphonie,2005-01-23,2005
64166,Söhne Mannheims,17,False,Und wenn ein Lied,2005-01-23,2005
64242,The Black Eyed Peas,93,False,Let's Get It Started,2005-01-23,2005
64202,U2,53,False,Vertigo,2005-01-23,2005
64097,Aventura,48,False,Obsesión,2005-01-30,2005
64137,Avril Lavigne,88,False,Nobody's Home,2005-01-30,2005
64093,Blue,44,False,Curtain Falls,2005-01-30,2005
64096,Britney Spears,47,False,My Prerogative,2005-01-30,2005
64109,Bryan Adams,60,False,Flying,2005-01-30,2005
64083,Chimène Badi,34,False,Je viens du sud,2005-01-30,2005
64052,DJ BoBo,3,True,Pirates Of Dance,2005-01-30,2005
64135,Depeche Mode,86,False,Enjoy The Silence 04,2005-01-30,2005
64057,Destiny's Child,8,False,Lose My Breath,2005-01-30,2005
64094,Eminem,45,False,Just Lose It,2005-01-30,2005
64067,Green Day,18,False,Boulevard Of Broken Dreams,2005-01-30,2005
64073,Gwen Stefani,24,False,What You Waiting For?,2005-01-30,2005
64138,Jeanette,89,False,Run With Me,2005-01-30,2005
64063,K-Maro,14,False,Femme Like U (Donne-moi ton corps),2005-01-30,2005
64060,Kylie Minogue,11,False,I Believe In You,2005-01-30,2005
64099,Lenny Kravitz,50,False,Calling All Angels,2005-01-30,2005
64117,Lorie,68,False,C'est plus fort que moi,2005-01-30,2005
64122,Maroon 5,73,False,She Will Be Loved,2005-01-30,2005
64050,MusicStars,1,True,Friends Forever,2005-01-30,2005
64110,Rammstein,61,False,Ohne dich,2005-01-30,2005
64089,Robbie Williams,40,False,Misunderstood,2005-01-30,2005
64054,Sarah Connor,5,False,Living To Love You,2005-01-30,2005
64095,Scooter,46,False,One (Always Hardcore),2005-01-30,2005
64123,Silbermond,74,False,Symphonie,2005-01-30,2005
64059,Söhne Mannheims,10,False,Und wenn ein Lied,2005-01-30,2005
64144,The Black Eyed Peas,95,False,Let's Get It Started,2005-01-30,2005
64105,U2,56,False,Vertigo,2005-01-30,2005
64012,Aventura,63,False,Obsesión,2005-02-06,2005
64036,Avril Lavigne,87,False,Nobody's Home,2005-02-06,2005
63989,Blue,40,False,Curtain Falls,2005-02-06,2005
64019,Britney Spears,70,False,My Prerogative,2005-02-06,2005
64006,Bryan Adams,57,False,Flying,2005-02-06,2005
63987,Chimène Badi,38,False,Je viens du sud,2005-02-06,2005
63953,DJ BoBo,4,True,Pirates Of Dance,2005-02-06,2005
64043,Depeche Mode,94,False,Enjoy The Silence 04,2005-02-06,2005
63958,Destiny's Child,9,False,Lose My Breath,2005-02-06,2005
63954,Eminem,5,False,Like Toy Soldiers,2005-02-06,2005
63963,Green Day,14,False,Boulevard Of Broken Dreams,2005-02-06,2005
63970,Gwen Stefani,21,False,What You Waiting For?,2005-02-06,2005
63959,K-Maro,10,False,Femme Like U (Donne-moi ton corps),2005-02-06,2005
63961,Kylie Minogue,12,False,I Believe In You,2005-02-06,2005
64023,Lenny Kravitz,74,False,Calling All Angels,2005-02-06,2005
64031,Lorie,82,False,C'est plus fort que moi,2005-02-06,2005
64020,Maroon 5,71,False,She Will Be Loved,2005-02-06,2005
63951,MusicStars,2,True,Friends Forever,2005-02-06,2005
64001,Rammstein,52,False,Ohne dich,2005-02-06,2005
63986,Robbie Williams,37,False,Misunderstood,2005-02-06,2005
63957,Sarah Connor,8,False,Living To Love You,2005-02-06,2005
63993,Scooter,44,False,One (Always Hardcore),2005-02-06,2005
64029,Silbermond,80,False,Symphonie,2005-02-06,2005
63955,Söhne Mannheims,6,False,Und wenn ein Lied,2005-02-06,2005
64002,U2,53,False,Vertigo,2005-02-06,2005
63888,Akon,39,False,Locked Up,2005-02-13,2005
63930,Aventura,81,False,Obsesión,2005-02-13,2005
63941,Avril Lavigne,92,False,Nobody's Home,2005-02-13,2005
63921,Blue,72,False,Curtain Falls,2005-02-13,2005
63946,Britney Spears,97,False,My Prerogative,2005-02-13,2005
63939,Bryan Adams,90,False,Flying,2005-02-13,2005
63882,Chimène Badi,33,False,Je viens du sud,2005-02-13,2005
63865,DJ BoBo,16,True,Pirates Of Dance,2005-02-13,2005
63949,Depeche Mode,100,False,Enjoy The Silence 04,2005-02-13,2005
63857,Destiny's Child,8,False,Lose My Breath,2005-02-13,2005
63852,Eminem,3,False,Like Toy Soldiers,2005-02-13,2005
63861,Green Day,12,False,Boulevard Of Broken Dreams,2005-02-13,2005
63870,Gwen Stefani,21,False,What You Waiting For?,2005-02-13,2005
63856,K-Maro,7,False,Femme Like U (Donne-moi ton corps),2005-02-13,2005
63869,Kylie Minogue,20,False,I Believe In You,2005-02-13,2005
63937,Lorie,88,False,C'est plus fort que moi,2005-02-13,2005
63926,Maroon 5,77,False,She Will Be Loved,2005-02-13,2005
63851,MusicStars,2,True,Friends Forever,2005-02-13,2005
63929,Rammstein,80,False,Ohne dich,2005-02-13,2005
63896,Robbie Williams,47,False,Misunderstood,2005-02-13,2005
63855,Sarah Connor,6,False,Living To Love You,2005-02-13,2005
63900,Scooter,51,False,One (Always Hardcore),2005-02-13,2005
63927,Silbermond,78,False,Symphonie,2005-02-13,2005
63853,Söhne Mannheims,4,False,Und wenn ein Lied,2005-02-13,2005
63913,U2,64,False,Vertigo,2005-02-13,2005
63771,Akon,22,False,Locked Up,2005-02-20,2005
63829,Alicia Keys,80,False,Karma,2005-02-20,2005
63813,Aventura,64,False,Obsesión,2005-02-20,2005
63836,Avril Lavigne,87,False,Nobody's Home,2005-02-20,2005
63826,Blue,77,False,Curtain Falls,2005-02-20,2005
63816,Bryan Adams,67,False,Flying,2005-02-20,2005
63776,Chimène Badi,27,False,Je viens du sud,2005-02-20,2005
63769,DJ BoBo,20,True,Pirates Of Dance,2005-02-20,2005
63763,Destiny's Child,14,False,Lose My Breath,2005-02-20,2005
63753,Eminem,4,False,Like Toy Soldiers,2005-02-20,2005
63761,Green Day,12,False,Boulevard Of Broken Dreams,2005-02-20,2005
63770,Gwen Stefani,21,False,What You Waiting For?,2005-02-20,2005
63758,K-Maro,9,False,Femme Like U (Donne-moi ton corps),2005-02-20,2005
63773,Kylie Minogue,24,False,I Believe In You,2005-02-20,2005
63842,Lorie,93,False,C'est plus fort que moi,2005-02-20,2005
63825,Maroon 5,76,False,She Will Be Loved,2005-02-20,2005
63756,MusicStars,7,True,Friends Forever,2005-02-20,2005
63818,Rammstein,69,False,Ohne dich,2005-02-20,2005
63807,Robbie Williams,58,False,Misunderstood,2005-02-20,2005
63760,Sarah Connor,11,False,Living To Love You,2005-02-20,2005
63797,Scooter,48,False,One (Always Hardcore),2005-02-20,2005
63841,Silbermond,92,False,Symphonie,2005-02-20,2005
63752,Söhne Mannheims,3,False,Und wenn ein Lied,2005-02-20,2005
63810,U2,61,False,Vertigo,2005-02-20,2005
63669,Akon,20,False,Locked Up,2005-02-27,2005
63720,Alicia Keys,71,False,Karma,2005-02-27,2005
63726,Aventura,77,False,Obsesión,2005-02-27,2005
63746,Avril Lavigne,97,False,Nobody's Home,2005-02-27,2005
63737,Blue,88,False,Curtain Falls,2005-02-27,2005
63660,Britney Spears,11,False,Do Somethin',2005-02-27,2005
63732,Bryan Adams,83,False,Flying,2005-02-27,2005
63686,Chimène Badi,37,False,Je viens du sud,2005-02-27,2005
63677,DJ BoBo,28,True,Pirates Of Dance,2005-02-27,2005
63749,Depeche Mode,100,False,Enjoy The Silence 04,2005-02-27,2005
63667,Destiny's Child,18,False,Lose My Breath,2005-02-27,2005
63655,Eminem,6,False,Like Toy Soldiers,2005-02-27,2005
63662,Green Day,13,False,Boulevard Of Broken Dreams,2005-02-27,2005
63671,Gwen Stefani,22,False,What You Waiting For?,2005-02-27,2005
63652,Jennifer Lopez,3,False,Get Right,2005-02-27,2005
63664,K-Maro,15,False,Femme Like U (Donne-moi ton corps),2005-02-27,2005
63680,Kylie Minogue,31,False,I Believe In You,2005-02-27,2005
63697,Laura Pausini,48,False,Vivimi,2005-02-27,2005
63712,Maroon 5,63,False,She Will Be Loved,2005-02-27,2005
63656,MusicStars,7,True,Friends Forever,2005-02-27,2005
63724,Robbie Williams,75,False,Misunderstood,2005-02-27,2005
63666,Sarah Connor,17,False,Living To Love You,2005-02-27,2005
63715,Scooter,66,False,One (Always Hardcore),2005-02-27,2005
63730,Silbermond,81,False,Symphonie,2005-02-27,2005
63653,Söhne Mannheims,4,False,Und wenn ein Lied,2005-02-27,2005
63714,U2,65,False,Vertigo,2005-02-27,2005
63568,Akon,19,False,Locked Up,2005-03-06,2005
63633,Alicia Keys,84,False,Karma,2005-03-06,2005
63631,Aventura,82,False,Obsesión,2005-03-06,2005
63639,Avril Lavigne,90,False,Nobody's Home,2005-03-06,2005
63563,Britney Spears,14,False,Do Somethin',2005-03-06,2005
63577,Chimène Badi,28,False,Je viens du sud,2005-03-06,2005
63578,DJ BoBo,29,True,Pirates Of Dance,2005-03-06,2005
63646,Depeche Mode,97,False,Enjoy The Silence 04,2005-03-06,2005
63571,Destiny's Child,22,False,Lose My Breath,2005-03-06,2005
63556,Eminem,7,False,Like Toy Soldiers,2005-03-06,2005
63562,Green Day,13,False,Boulevard Of Broken Dreams,2005-03-06,2005
63572,Gwen Stefani,23,False,What You Waiting For?,2005-03-06,2005
63552,Jennifer Lopez,3,False,Get Right,2005-03-06,2005
63565,K-Maro,16,False,Femme Like U (Donne-moi ton corps),2005-03-06,2005
63581,Kylie Minogue,32,False,I Believe In You,2005-03-06,2005
63587,Laura Pausini,38,False,Vivimi,2005-03-06,2005
63626,Maroon 5,77,False,She Will Be Loved,2005-03-06,2005
63557,MusicStars,8,True,Friends Forever,2005-03-06,2005
63649,Robbie Williams,100,False,Misunderstood,2005-03-06,2005
63570,Sarah Connor,21,False,Living To Love You,2005-03-06,2005
63641,Scooter,92,False,One (Always Hardcore),2005-03-06,2005
63553,Söhne Mannheims,4,False,Und wenn ein Lied,2005-03-06,2005
63615,U2,66,False,Vertigo,2005-03-06,2005
63469,Akon,20,False,Locked Up,2005-03-13,2005
63538,Alicia Keys,89,False,Karma,2005-03-13,2005
63543,Aventura,94,False,Obsesión,2005-03-13,2005
63547,Blue,98,False,Curtain Falls,2005-03-13,2005
63466,Britney Spears,17,False,Do Somethin',2005-03-13,2005
63477,Chimène Badi,28,False,Je viens du sud,2005-03-13,2005
63493,DJ BoBo,44,True,Pirates Of Dance,2005-03-13,2005
63482,Destiny's Child,33,False,Lose My Breath,2005-03-13,2005
63462,Eminem,13,False,Like Toy Soldiers,2005-03-13,2005
63465,Green Day,16,False,Boulevard Of Broken Dreams,2005-03-13,2005
63475,Gwen Stefani,26,False,What You Waiting For?,2005-03-13,2005
63452,Jennifer Lopez,3,False,Get Right,2005-03-13,2005
63468,K-Maro,19,False,Femme Like U (Donne-moi ton corps),2005-03-13,2005
63498,Kylie Minogue,49,False,I Believe In You,2005-03-13,2005
63499,Laura Pausini,50,False,Vivimi,2005-03-13,2005
63473,Moby,24,False,Lift Me Up,2005-03-13,2005
63450,MusicStars,1,True,Here I Am,2005-03-13,2005
63467,Nena,18,False,Liebe ist,2005-03-13,2005
63479,Rammstein,30,False,Keine Lust,2005-03-13,2005
63546,Robbie Williams,97,False,Misunderstood,2005-03-13,2005
63472,Sarah Connor,23,False,Living To Love You,2005-03-13,2005
63528,Silbermond,79,False,Symphonie,2005-03-13,2005
63454,Söhne Mannheims,5,False,Und wenn ein Lied,2005-03-13,2005
63549,U2,100,False,Vertigo,2005-03-13,2005
63372,Akon,23,False,Locked Up,2005-03-20,2005
63449,Alicia Keys,100,False,Karma,2005-03-20,2005
63384,Anastacia,35,False,Heavy On My Heart,2005-03-20,2005
63370,Britney Spears,21,False,Do Somethin',2005-03-20,2005
63383,Chimène Badi,34,False,Je viens du sud,2005-03-20,2005
63396,DJ BoBo,47,True,Pirates Of Dance,2005-03-20,2005
63425,Destiny's Child,76,False,Lose My Breath,2005-03-20,2005
63367,Eminem,18,False,Like Toy Soldiers,2005-03-20,2005
63369,Green Day,20,False,Boulevard Of Broken Dreams,2005-03-20,2005
63382,Gwen Stefani,33,False,What You Waiting For?,2005-03-20,2005
63352,Jennifer Lopez,3,False,Get Right,2005-03-20,2005
63365,K-Maro,16,False,Femme Like U (Donne-moi ton corps),2005-03-20,2005
63432,Kylie Minogue,83,False,I Believe In You,2005-03-20,2005
63430,Laura Pausini,81,False,Vivimi,2005-03-20,2005
63381,Lorie,32,False,Toi & moi,2005-03-20,2005
63377,Moby,28,False,Lift Me Up,2005-03-20,2005
63351,MusicStars,2,True,Here I Am,2005-03-20,2005
63357,Nena,8,False,Liebe ist,2005-03-20,2005
63403,Rammstein,54,False,Keine Lust,2005-03-20,2005
63359,Sarah Connor,10,False,From Zero To Hero,2005-03-20,2005
63353,Söhne Mannheims,4,False,Und wenn ein Lied,2005-03-20,2005
63388,U2,39,False,Sometimes You Can't Make It On Your Own,2005-03-20,2005
63373,Usher,24,False,Caught Up,2005-03-20,2005
63276,Akon,27,False,Locked Up,2005-03-27,2005
63290,Anastacia,41,False,Heavy On My Heart,2005-03-27,2005
63347,Avril Lavigne,98,False,Nobody's Home,2005-03-27,2005
63279,Britney Spears,30,False,Do Somethin',2005-03-27,2005
63285,Chimène Badi,36,False,Je viens du sud,2005-03-27,2005
63320,DJ BoBo,71,True,Pirates Of Dance,2005-03-27,2005
63321,Destiny's Child,72,False,Lose My Breath,2005-03-27,2005
63344,Die Fantastischen Vier,95,False,Geboren,2005-03-27,2005
63277,Eminem,28,False,Like Toy Soldiers,2005-03-27,2005
63270,Green Day,21,False,Boulevard Of Broken Dreams,2005-03-27,2005
63293,Gwen Stefani,44,False,What You Waiting For?,2005-03-27,2005
63252,Jennifer Lopez,3,False,Get Right,2005-03-27,2005
63267,K-Maro,18,False,Femme Like U (Donne-moi ton corps),2005-03-27,2005
63338,Kylie Minogue,89,False,I Believe In You,2005-03-27,2005
63343,Laura Pausini,94,False,Vivimi,2005-03-27,2005
63284,Lorie,35,False,Toi & moi,2005-03-27,2005
63336,Maroon 5,87,False,Sunday Morning,2005-03-27,2005
63273,Moby,24,False,Lift Me Up,2005-03-27,2005
63251,MusicStars,2,True,Here I Am,2005-03-27,2005
63262,Nena,13,False,Liebe ist,2005-03-27,2005
63319,Rammstein,70,False,Keine Lust,2005-03-27,2005
63259,Sarah Connor,10,False,From Zero To Hero,2005-03-27,2005
63314,Scooter,65,False,Suavemente,2005-03-27,2005
63254,Söhne Mannheims,5,False,Und wenn ein Lied,2005-03-27,2005
63298,U2,49,False,Sometimes You Can't Make It On Your Own,2005-03-27,2005
63271,Usher,22,False,Caught Up,2005-03-27,2005
63179,Akon,30,False,Locked Up,2005-04-03,2005
63193,Anastacia,44,False,Heavy On My Heart,2005-04-03,2005
63243,Avril Lavigne,94,False,Nobody's Home,2005-04-03,2005
63181,Britney Spears,32,False,Do Somethin',2005-04-03,2005
63177,Chimène Badi,28,False,Je viens du sud,2005-04-03,2005
63200,DJ Antoine,51,True,All We Need,2005-04-03,2005
63242,DJ BoBo,93,True,Pirates Of Dance,2005-04-03,2005
63235,Destiny's Child,86,False,Lose My Breath,2005-04-03,2005
63184,Eminem,35,False,Like Toy Soldiers,2005-04-03,2005
63172,Green Day,23,False,Boulevard Of Broken Dreams,2005-04-03,2005
63202,Gwen Stefani,53,False,What You Waiting For?,2005-04-03,2005
63153,Jennifer Lopez,4,False,Get Right,2005-04-03,2005
63176,K-Maro,27,False,Femme Like U (Donne-moi ton corps),2005-04-03,2005
63247,Kylie Minogue,98,False,I Believe In You,2005-04-03,2005
63244,Laura Pausini,95,False,Vivimi,2005-04-03,2005
63178,Lorie,29,False,Toi & moi,2005-04-03,2005
63182,Moby,33,False,Lift Me Up,2005-04-03,2005
63154,MusicStars,5,True,Here I Am,2005-04-03,2005
63159,Nena,10,False,Liebe ist,2005-04-03,2005
63232,Rammstein,83,False,Keine Lust,2005-04-03,2005
63156,Sarah Connor,7,False,From Zero To Hero,2005-04-03,2005
63196,Scooter,47,False,Suavemente,2005-04-03,2005
63201,Silbermond,52,False,Zeit für Optimisten,2005-04-03,2005
63155,Söhne Mannheims,6,False,Und wenn ein Lied,2005-04-03,2005
63203,U2,54,False,Sometimes You Can't Make It On Your Own,2005-04-03,2005
63173,Usher,24,False,Caught Up,2005-04-03,2005
63168,Will Smith,19,False,Switch,2005-04-03,2005
63080,Akon,31,False,Locked Up,2005-04-10,2005
63119,Anastacia,70,False,Heavy On My Heart,2005-04-10,2005
63096,Britney Spears,47,False,Do Somethin',2005-04-10,2005
63088,Chimène Badi,39,False,Je viens du sud,2005-04-10,2005
63089,DJ Antoine,40,True,All We Need,2005-04-10,2005
63147,DJ BoBo,98,True,Pirates Of Dance,2005-04-10,2005
63131,Destiny's Child,82,False,Lose My Breath,2005-04-10,2005
63087,Eminem,38,False,Like Toy Soldiers,2005-04-10,2005
63071,Green Day,22,False,Boulevard Of Broken Dreams,2005-04-10,2005
63103,Gwen Stefani,54,False,What You Waiting For?,2005-04-10,2005
63053,Jennifer Lopez,4,False,Get Right,2005-04-10,2005
63075,K-Maro,26,False,Femme Like U (Donne-moi ton corps),2005-04-10,2005
63104,Kylie Minogue,55,False,Giving You Up,2005-04-10,2005
63148,Laura Pausini,99,False,Vivimi,2005-04-10,2005
63091,Lorie,42,False,Toi & moi,2005-04-10,2005
63068,Mariah Carey,19,False,It's Like That,2005-04-10,2005
63084,Moby,35,False,Lift Me Up,2005-04-10,2005
63064,MusicStars,15,True,Here I Am,2005-04-10,2005
63061,Nena,12,False,Liebe ist,2005-04-10,2005
63109,Rammstein,60,False,Keine Lust,2005-04-10,2005
63054,Sarah Connor,5,False,From Zero To Hero,2005-04-10,2005
63100,Scooter,51,False,Suavemente,2005-04-10,2005
63106,Silbermond,57,False,Zeit für Optimisten,2005-04-10,2005
63056,Söhne Mannheims,7,False,Und wenn ein Lied,2005-04-10,2005
63112,U2,63,False,Sometimes You Can't Make It On Your Own,2005-04-10,2005
63076,Usher,27,False,Caught Up,2005-04-10,2005
63066,Will Smith,17,False,Switch,2005-04-10,2005
62986,Akon,37,False,Locked Up,2005-04-17,2005
63017,Anastacia,68,False,Heavy On My Heart,2005-04-17,2005
62994,Britney Spears,45,False,Do Somethin',2005-04-17,2005
62987,Chimène Badi,38,False,Je viens du sud,2005-04-17,2005
62999,DJ Antoine,50,True,All We Need,2005-04-17,2005
62976,DJ BoBo,27,True,Amazing Life,2005-04-17,2005
63040,Destiny's Child,91,False,Lose My Breath,2005-04-17,2005
63009,Die Fantastischen Vier,60,False,Geboren,2005-04-17,2005
62989,Eminem,40,False,Like Toy Soldiers,2005-04-17,2005
62971,Green Day,22,False,Boulevard Of Broken Dreams,2005-04-17,2005
63015,Gwen Stefani,66,False,What You Waiting For?,2005-04-17,2005
62953,Jennifer Lopez,4,False,Get Right,2005-04-17,2005
62979,K-Maro,30,False,Femme Like U (Donne-moi ton corps),2005-04-17,2005
62991,Kylie Minogue,42,False,Giving You Up,2005-04-17,2005
63037,Laura Pausini,88,False,Vivimi,2005-04-17,2005
63006,Lorie,57,False,Toi & moi,2005-04-17,2005
62961,Mariah Carey,12,False,It's Like That,2005-04-17,2005
62983,Melanie C,34,False,Next Best Superstar,2005-04-17,2005
63004,Moby,55,False,Lift Me Up,2005-04-17,2005
62968,MusicStars,19,True,Here I Am,2005-04-17,2005
62963,Nena,14,False,Liebe ist,2005-04-17,2005
63039,Rammstein,90,False,Keine Lust,2005-04-17,2005
62958,Sarah Connor,9,False,From Zero To Hero,2005-04-17,2005
62990,Scooter,41,False,Suavemente,2005-04-17,2005
62992,Silbermond,43,False,Zeit für Optimisten,2005-04-17,2005
62956,Söhne Mannheims,7,False,Und wenn ein Lied,2005-04-17,2005
63022,U2,73,False,Sometimes You Can't Make It On Your Own,2005-04-17,2005
62982,Usher,33,False,Caught Up,2005-04-17,2005
62962,Will Smith,13,False,Switch,2005-04-17,2005
62904,Akon,55,False,Locked Up,2005-04-24,2005
62918,Anastacia,69,False,Heavy On My Heart,2005-04-24,2005
62932,Avril Lavigne,83,False,He Wasn't,2005-04-24,2005
62912,Britney Spears,63,False,Do Somethin',2005-04-24,2005
62886,Chimène Badi,37,False,Je viens du sud,2005-04-24,2005
62894,DJ Antoine,45,True,All We Need,2005-04-24,2005
62895,DJ BoBo,46,True,Amazing Life,2005-04-24,2005
62939,Destiny's Child,90,False,Lose My Breath,2005-04-24,2005
62897,Die Fantastischen Vier,48,False,Geboren,2005-04-24,2005
62890,Eminem,41,False,Like Toy Soldiers,2005-04-24,2005
62868,Green Day,19,False,Boulevard Of Broken Dreams,2005-04-24,2005
62921,Gwen Stefani,72,False,What You Waiting For?,2005-04-24,2005
62856,Jennifer Lopez,7,False,Get Right,2005-04-24,2005
62873,K-Maro,24,False,Femme Like U (Donne-moi ton corps),2005-04-24,2005
62889,Kylie Minogue,40,False,Giving You Up,2005-04-24,2005
62901,Lorie,52,False,Toi & moi,2005-04-24,2005
62859,Mariah Carey,10,False,It's Like That,2005-04-24,2005
62938,Maroon 5,89,False,Sunday Morning,2005-04-24,2005
62874,Melanie C,25,False,Next Best Superstar,2005-04-24,2005
62902,Moby,53,False,Lift Me Up,2005-04-24,2005
62879,MusicStars,30,True,Here I Am,2005-04-24,2005
62863,Nena,14,False,Liebe ist,2005-04-24,2005
62861,Sarah Connor,12,False,From Zero To Hero,2005-04-24,2005
62888,Scooter,39,False,Suavemente,2005-04-24,2005
62891,Silbermond,42,False,Zeit für Optimisten,2005-04-24,2005
62860,Söhne Mannheims,11,False,Und wenn ein Lied,2005-04-24,2005
62900,U2,51,False,Sometimes You Can't Make It On Your Own,2005-04-24,2005
62887,Usher,38,False,Caught Up,2005-04-24,2005
62862,Will Smith,13,False,Switch,2005-04-24,2005
62810,Akon,61,False,Locked Up,2005-05-01,2005
62812,Anastacia,63,False,Heavy On My Heart,2005-05-01,2005
62800,Avril Lavigne,51,False,He Wasn't,2005-05-01,2005
62814,Britney Spears,65,False,Do Somethin',2005-05-01,2005
62778,Chimène Badi,29,False,Je viens du sud,2005-05-01,2005
62798,DJ Antoine,49,True,All We Need,2005-05-01,2005
62784,DJ BoBo,35,True,Amazing Life,2005-05-01,2005
62809,Die Fantastischen Vier,60,False,Geboren,2005-05-01,2005
62818,Eminem,69,False,Like Toy Soldiers,2005-05-01,2005
62776,Green Day,27,False,Boulevard Of Broken Dreams,2005-05-01,2005
62820,Gwen Stefani,71,False,What You Waiting For?,2005-05-01,2005
62763,Jennifer Lopez,14,False,Get Right,2005-05-01,2005
62781,K-Maro,32,False,Femme Like U (Donne-moi ton corps),2005-05-01,2005
62817,Kylie Minogue,68,False,Giving You Up,2005-05-01,2005
62789,Lorie,40,False,Toi & moi,2005-05-01,2005
62765,Mariah Carey,16,False,It's Like That,2005-05-01,2005
62848,Maroon 5,99,False,Sunday Morning,2005-05-01,2005
62783,Melanie C,34,False,Next Best Superstar,2005-05-01,2005
62787,Moby,38,False,Lift Me Up,2005-05-01,2005
62775,MusicStars,26,True,Here I Am,2005-05-01,2005
62764,Nena,15,False,Liebe ist,2005-05-01,2005
62756,Sarah Connor,7,False,From Zero To Hero,2005-05-01,2005
62802,Scooter,53,False,Suavemente,2005-05-01,2005
62811,Silbermond,62,False,Zeit für Optimisten,2005-05-01,2005
62759,Söhne Mannheims,10,False,Und wenn ein Lied,2005-05-01,2005
62821,U2,72,False,Sometimes You Can't Make It On Your Own,2005-05-01,2005
62777,Usher,28,False,Caught Up,2005-05-01,2005
62766,Will Smith,17,False,Switch,2005-05-01,2005
62709,Akon,60,False,Locked Up,2005-05-08,2005
62731,Anastacia,82,False,Heavy On My Heart,2005-05-08,2005
62692,Avril Lavigne,43,False,He Wasn't,2005-05-08,2005
62714,Britney Spears,65,False,Do Somethin',2005-05-08,2005
62686,Chimène Badi,37,False,Je viens du sud,2005-05-08,2005
62704,DJ Antoine,55,True,All We Need,2005-05-08,2005
62687,DJ BoBo,38,True,Amazing Life,2005-05-08,2005
62749,Die Fantastischen Vier,100,False,Geboren,2005-05-08,2005
62663,Eminem,14,False,Mockingbird,2005-05-08,2005
62652,Gotthard,3,True,Lift 'U' Up,2005-05-08,2005
62683,Green Day,34,False,Boulevard Of Broken Dreams,2005-05-08,2005
62720,Gwen Stefani,71,False,What You Waiting For?,2005-05-08,2005
62666,Jennifer Lopez,17,False,Get Right,2005-05-08,2005
62680,K-Maro,31,False,Femme Like U (Donne-moi ton corps),2005-05-08,2005
62693,Lorie,44,False,Toi & moi,2005-05-08,2005
62668,Mariah Carey,19,False,It's Like That,2005-05-08,2005
62685,Melanie C,36,False,Next Best Superstar,2005-05-08,2005
62689,Moby,40,False,Lift Me Up,2005-05-08,2005
62684,MusicStars,35,True,Here I Am,2005-05-08,2005
62669,Nena,20,False,Liebe ist,2005-05-08,2005
62655,Sarah Connor,6,False,From Zero To Hero,2005-05-08,2005
62710,Scooter,61,False,Suavemente,2005-05-08,2005
62743,Silbermond,94,False,Zeit für Optimisten,2005-05-08,2005
62662,Söhne Mannheims,13,False,Und wenn ein Lied,2005-05-08,2005
62681,Usher,32,False,Caught Up,2005-05-08,2005
62670,Will Smith,21,False,Switch,2005-05-08,2005
62554,Akon,5,False,Lonely,2005-05-15,2005
62638,Anastacia,89,False,Heavy On My Heart,2005-05-15,2005
62610,Avril Lavigne,61,False,He Wasn't,2005-05-15,2005
62630,Britney Spears,81,False,Do Somethin',2005-05-15,2005
62598,Chimène Badi,49,False,Je viens du sud,2005-05-15,2005
62609,DJ Antoine,60,True,All We Need,2005-05-15,2005
62592,DJ BoBo,43,True,Amazing Life,2005-05-15,2005
62567,Eminem,18,False,Mockingbird,2005-05-15,2005
62555,Gotthard,6,True,Lift 'U' Up,2005-05-15,2005
62593,Green Day,44,False,Holiday,2005-05-15,2005
62615,Gwen Stefani,66,False,What You Waiting For?,2005-05-15,2005
62570,Jennifer Lopez,21,False,Get Right,2005-05-15,2005
62586,K-Maro,37,False,Femme Like U (Donne-moi ton corps),2005-05-15,2005
62647,Kylie Minogue,98,False,Giving You Up,2005-05-15,2005
62612,Lorie,63,False,Toi & moi,2005-05-15,2005
62569,Mariah Carey,20,False,It's Like That,2005-05-15,2005
62603,Melanie C,54,False,Next Best Superstar,2005-05-15,2005
62590,Moby,41,False,Lift Me Up,2005-05-15,2005
62589,MusicStars,40,True,Here I Am,2005-05-15,2005
62571,Nena,22,False,Liebe ist,2005-05-15,2005
62557,Sarah Connor,8,False,From Zero To Hero,2005-05-15,2005
62614,Scooter,65,False,Suavemente,2005-05-15,2005
62581,Söhne Mannheims,32,False,Und wenn ein Lied,2005-05-15,2005
62594,Usher,45,False,Caught Up,2005-05-15,2005
62568,Will Smith,19,False,Switch,2005-05-15,2005
62453,Akon,4,False,Lonely,2005-05-22,2005
62544,Anastacia,95,False,Heavy On My Heart,2005-05-22,2005
62538,Avril Lavigne,89,False,He Wasn't,2005-05-22,2005
62531,Britney Spears,82,False,Do Somethin',2005-05-22,2005
62509,Chimène Badi,60,False,Je viens du sud,2005-05-22,2005
62537,DJ Antoine,88,True,All We Need,2005-05-22,2005
62495,DJ BoBo,46,True,Amazing Life,2005-05-22,2005
62470,Eminem,21,False,Mockingbird,2005-05-22,2005
62461,Gorillaz,12,False,Feel Good Inc,2005-05-22,2005
62452,Gotthard,3,True,Lift 'U' Up,2005-05-22,2005
62498,Green Day,49,False,Holiday,2005-05-22,2005
62518,Gwen Stefani,69,False,What You Waiting For?,2005-05-22,2005
62480,Jennifer Lopez,31,False,Get Right,2005-05-22,2005
